model,provider,tokens_prompt,tokens_completion,tokens_reasoning,finish_reason,generation_time_ms,cost_total
brook-8b,NimbusServe,2159,203,0,stop,101742,0.125418
brook-8b,NimbusServe,2202,343,6,stop,86510,0.118512
brook-8b,Fastori,2221,239,3,stop,1149,0.131129
brook-8b,NimbusServe,2189,259,2,stop,4986,0.115879
brook-8b,Fastori,2015,342,4,stop,1568,0.124245
brook-8b,Steadfast,3358,339,0,stop,3331,0.184498
brook-8b,NimbusServe,2695,285,0,stop,6665,0.159765
brook-8b,Coreline,2240,397,7,stop,2543,0.136906
brook-8b,NimbusServe,2372,384,2,stop,7895,0.142572
brook-8b,Steadfast,2607,479,12,stop,3844,0.168719
brook-8b,NimbusServe,2065,218,0,stop,70558,0.109716
brook-8b,Fastori,3114,394,0,stop,1385,0.177067
brook-8b,Coreline,2750,334,0,stop,2755,0.168021
brook-8b,Fastori,2572,429,0,stop,1056,0.154774
brook-8b,NimbusServe,2819,315,0,stop,7322,0.143880
brook-8b,Fastori,2812,298,0,stop,1237,0.167261
brook-8b,Fastori,2402,302,0,stop,1805,0.124187
brook-8b,Steadfast,2255,357,1,stop,3601,0.120892
brook-8b,NimbusServe,2874,293,0,stop,5290,0.173284
brook-8b,NimbusServe,2444,312,0,stop,6658,0.146411
brook-8b,Steadfast,2348,268,0,stop,4168,0.122945
brook-8b,Fastori,2246,237,5,stop,1696,0.114665
brook-8b,Coreline,2874,327,0,stop,2245,0.145306
brook-8b,NimbusServe,2031,432,0,stop,6613,0.112973
brook-8b,Coreline,2290,388,8,stop,2386,0.146253
brook-8b,Steadfast,2394,265,0,stop,4871,0.126996
brook-8b,Coreline,1951,376,0,stop,2780,0.120535
brook-8b,Steadfast,1954,312,1,stop,4331,0.105315
brook-8b,Fastori,3429,354,0,stop,1591,0.207638
brook-8b,Coreline,1763,378,0,stop,2758,0.109191
brook-8b,Steadfast,2402,307,2,stop,3659,0.126274
brook-8b,Coreline,1927,227,0,stop,2009,0.099213
brook-8b,Steadfast,2527,308,4,stop,4622,0.134816
brook-8b,Coreline,2879,244,0,stop,2394,0.154741
brook-8b,Coreline,1738,325,0,stop,2156,0.096416
brook-8b,Fastori,2253,334,0,stop,1131,0.137798
brook-8b,Coreline,2234,303,0,stop,2325,0.136330
brook-8b,Coreline,832,293,0,stop,2226,0.053710
brook-8b,NimbusServe,2470,170,0,stop,6054,0.142603
brook-8b,Fastori,2079,324,3,stop,1737,0.112554
brook-8b,Steadfast,2501,286,5,stop,4404,0.143090
brook-8b,Coreline,2964,292,0,stop,2304,0.164615
brook-8b,Coreline,2504,289,0,stop,2584,0.150600
brook-8b,NimbusServe,2384,299,0,stop,6464,0.146052
brook-8b,NimbusServe,2735,297,0,stop,6729,0.162527
brook-8b,Fastori,1048,393,1,stop,1509,0.065414
brook-8b,Fastori,2144,219,0,stop,1173,0.124118
brook-8b,Fastori,2561,347,0,stop,1167,0.153539
brook-8b,NimbusServe,2044,310,6,stop,49136,0.124422
brook-8b,Fastori,2427,329,0,stop,1108,0.129879
brook-8b,NimbusServe,2310,381,4,stop,102234,0.128107
brook-8b,NimbusServe,3214,306,1,stop,5543,0.172162
brook-8b,Coreline,2795,208,3,stop,2603,0.140441
brook-8b,Fastori,2055,392,0,stop,1536,0.119440
brook-8b,Fastori,2129,342,0,stop,1417,0.114359
brook-8b,Fastori,2439,337,3,stop,1197,0.138901
brook-8b,Coreline,2351,305,0,stop,2277,0.139113
brook-8b,Coreline,2607,336,6,stop,2380,0.149681
brook-8b,Coreline,2187,342,0,stop,3159,0.124466
brook-8b,Steadfast,2658,331,0,stop,3720,0.156157
brook-8b,Steadfast,2552,341,0,stop,3985,0.157050
brook-8b,Fastori,2072,282,5,stop,1446,0.108211
brook-8b,Coreline,2572,252,7,stop,2158,0.138380
brook-8b,NimbusServe,2476,310,0,stop,5620,0.130721
brook-8b,Coreline,3172,337,7,stop,2330,0.171522
brook-8b,Coreline,3165,281,0,stop,2544,0.158110
brook-8b,Steadfast,2613,388,0,stop,4243,0.149444
brook-8b,Coreline,1499,271,6,stop,2652,0.096592
brook-8b,Fastori,2849,321,2,stop,1079,0.165615
brook-8b,Coreline,1338,235,1,stop,3366,0.077662
brook-8b,Fastori,2272,464,0,stop,1281,0.123846
brook-8b,Fastori,3606,197,0,stop,987,0.203440
brook-8b,Fastori,2823,241,0,stop,1392,0.150886
brook-8b,NimbusServe,2575,308,4,stop,6791,0.150722
brook-8b,NimbusServe,2797,234,4,stop,82538,0.159261
brook-8b,Steadfast,2080,322,10,stop,4335,0.122642
brook-8b,Fastori,2103,436,0,stop,1555,0.136903
brook-8b,Coreline,3288,381,6,stop,2041,0.187610
brook-8b,Fastori,2287,225,0,stop,1482,0.123513
brook-8b,Coreline,2026,246,4,stop,2477,0.114455
brook-8b,Steadfast,2634,275,0,stop,3780,0.137429
brook-8b,Coreline,2174,362,0,stop,2423,0.119505
brook-8b,NimbusServe,2339,260,0,stop,5456,0.136029
brook-8b,Coreline,2396,278,0,stop,2777,0.121929
brook-8b,NimbusServe,2030,338,0,stop,5563,0.114502
brook-8b,NimbusServe,3365,326,3,stop,101123,0.171269
brook-8b,NimbusServe,3059,451,0,stop,98652,0.182808
brook-8b,Coreline,2181,249,3,stop,2496,0.130057
brook-8b,Coreline,2192,308,5,stop,2938,0.118716
brook-8b,Fastori,3038,392,9,stop,1108,0.168866
brook-8b,Steadfast,2528,149,0,stop,4010,0.142548
brook-8b,NimbusServe,2883,375,0,stop,6533,0.158020
brook-8b,Fastori,2602,286,5,stop,1283,0.144765
brook-8b,Coreline,2440,238,0,stop,2979,0.140597
brook-8b,Fastori,1658,326,3,stop,1443,0.107044
brook-8b,NimbusServe,1789,284,1,stop,5428,0.094555
brook-8b,NimbusServe,2553,282,0,stop,7584,0.140876
brook-8b,Fastori,2905,418,9,stop,1447,0.167890
brook-8b,Coreline,2480,267,3,stop,2688,0.133667
brook-8b,Steadfast,2494,372,1,stop,4919,0.138333
brook-8b,Fastori,2073,349,6,stop,1547,0.129582
brook-8b,NimbusServe,2709,235,0,stop,7190,0.144534
brook-8b,Steadfast,1921,291,0,stop,3231,0.117990
brook-8b,NimbusServe,2928,340,4,stop,5379,0.169238
brook-8b,Steadfast,2067,405,2,stop,3990,0.132857
brook-8b,NimbusServe,2551,390,0,stop,5906,0.141613
brook-8b,Coreline,2741,312,1,stop,1783,0.159164
brook-8b,Coreline,2374,248,4,stop,3392,0.136677
brook-8b,Fastori,2452,398,0,stop,8611,0.152091
brook-8b,Fastori,2993,357,0,stop,1677,0.163575
brook-8b,NimbusServe,2571,189,0,stop,4826,0.130971
brook-8b,Coreline,2361,362,0,stop,2620,0.123536
brook-8b,Fastori,2446,278,0,stop,1919,0.140225
brook-8b,NimbusServe,1941,274,4,stop,6967,0.118061
brook-8b,Steadfast,1571,273,0,stop,3617,0.084843
brook-8b,Steadfast,2090,387,0,stop,4307,0.128765
brook-8b,Fastori,2093,324,0,stop,1633,0.112988
brook-8b,Coreline,1860,388,5,stop,2324,0.112680
brook-8b,Fastori,1369,311,0,stop,1302,0.088666
brook-8b,Steadfast,2218,310,1,stop,3582,0.138398
brook-8b,NimbusServe,1892,324,0,stop,5310,0.109826
brook-8b,Fastori,2127,335,0,stop,1262,0.128140
brook-8b,NimbusServe,2672,322,3,stop,6879,0.149294
brook-8b,Steadfast,2669,376,0,stop,2999,0.139626
brook-8b,Coreline,3338,307,0,stop,2883,0.176869
brook-8b,Fastori,2476,341,0,stop,1324,0.154481
brook-8b,Steadfast,2145,272,4,stop,4122,0.109619
brook-8b,Fastori,2914,210,0,stop,1220,0.165895
brook-8b,Fastori,1645,265,0,stop,1247,0.098057
brook-8b,NimbusServe,1302,352,3,stop,5440,0.089330
brook-8b,Steadfast,2078,285,1,stop,3638,0.124228
brook-8b,Steadfast,2785,314,1,stop,3464,0.167362
brook-8b,Steadfast,2142,289,0,stop,3408,0.129910
brook-8b,Steadfast,2581,339,2,stop,3192,0.154998
brook-8b,Fastori,2971,230,1,stop,1349,0.161214
brook-8b,NimbusServe,2248,334,6,stop,5945,0.131266
brook-8b,Steadfast,2753,325,3,stop,3752,0.166068
brook-8b,Coreline,2351,316,2,stop,2631,0.137566
brook-8b,NimbusServe,1733,339,0,stop,6053,0.098189
brook-8b,Coreline,2205,315,5,stop,2240,0.115771
brook-8b,Coreline,1948,318,0,stop,2777,0.118435
brook-8b,Steadfast,2359,358,0,stop,4541,0.137378
brook-8b,Coreline,2508,186,0,stop,2701,0.133089
brook-8b,Steadfast,2751,420,0,stop,4330,0.166815
brook-8b,Fastori,1562,247,0,stop,1392,0.093812
brook-8b,Coreline,2344,411,0,stop,2471,0.130009
brook-8b,NimbusServe,1885,257,0,stop,113322,0.114328
brook-8b,Steadfast,2436,390,0,stop,3402,0.135019
brook-8b,Steadfast,2551,449,5,stop,3550,0.158180
brook-8b,Steadfast,2371,401,6,stop,3071,0.152202
brook-8b,Steadfast,2055,392,8,stop,4626,0.119705
brook-8b,NimbusServe,2494,302,0,stop,5302,0.130336
brook-8b,Steadfast,1782,369,1,stop,3788,0.103329
brook-8b,Fastori,2348,422,1,stop,1503,0.151954
brook-8b,Fastori,2846,416,11,stop,1396,0.152878
brook-8b,Fastori,2945,433,0,stop,1273,0.157806
brook-8b,Coreline,1867,337,6,stop,2294,0.105353
brook-8b,Steadfast,2858,255,3,stop,2924,0.150406
brook-8b,NimbusServe,2857,264,5,stop,6000,0.159518
brook-8b,NimbusServe,1611,312,3,stop,7029,0.092328
brook-8b,NimbusServe,2512,244,0,stop,5977,0.142496
brook-8b,Fastori,2618,430,0,stop,1239,0.161046
brook-8b,Steadfast,2334,382,0,stop,3282,0.146403
brook-8b,Fastori,2431,389,0,stop,1460,0.153671
brook-8b,Steadfast,3315,286,0,stop,3469,0.189858
brook-8b,Coreline,2506,304,1,stop,2610,0.149324
brook-8b,Steadfast,2319,327,1,stop,4350,0.144041
brook-8b,Coreline,3065,371,0,stop,2392,0.186340
brook-8b,NimbusServe,2355,291,1,stop,5633,0.139879
brook-8b,Steadfast,2934,308,0,stop,4782,0.171510
brook-8b,Coreline,2725,329,0,stop,2787,0.163148
brook-8b,Fastori,1931,328,0,stop,1827,0.123024
brook-8b,Fastori,2888,226,0,stop,1190,0.142299
brook-8b,NimbusServe,2774,381,0,stop,5203,0.164972
brook-8b,Fastori,1581,280,1,stop,1231,0.094755
brook-8b,Steadfast,1906,372,2,stop,4119,0.121991
brook-8b,Fastori,2883,293,0,stop,1702,0.153162
brook-8b,Fastori,2031,358,0,stop,1322,0.109878
brook-8b,Coreline,1698,334,0,stop,2597,0.102667
brook-8b,Steadfast,2747,280,2,stop,3370,0.136745
brook-8b,NimbusServe,1960,279,0,stop,84021,0.120243
brook-8b,Steadfast,2821,384,0,stop,5014,0.160502
brook-8b,NimbusServe,1415,200,0,stop,6076,0.079710
brook-8b,Steadfast,2295,256,3,stop,3667,0.125230
brook-8b,Steadfast,1872,346,0,stop,4685,0.120739
brook-8b,NimbusServe,2421,337,0,stop,6947,0.128775
brook-8b,Fastori,2275,345,0,stop,1366,0.143436
brook-8b,NimbusServe,2999,480,0,stop,90911,0.177624
brook-8b,Steadfast,2144,235,3,stop,4617,0.111636
brook-8b,Coreline,1998,348,6,stop,2792,0.110725
brook-8b,NimbusServe,2627,260,0,stop,5869,0.156722
brook-8b,Coreline,2323,428,0,stop,3018,0.146537
brook-8b,Fastori,2306,337,0,stop,1336,0.129103
brook-8b,Fastori,2574,246,0,stop,1454,0.145818
brook-8b,Coreline,3364,240,2,stop,2335,0.197546
brook-8b,Fastori,1484,399,3,stop,1469,0.097433
brook-8b,Fastori,2802,236,0,stop,1507,0.139772
brook-8b,Coreline,2160,305,0,stop,2563,0.114375
brook-8b,Steadfast,1967,275,0,stop,3847,0.117551
brook-8b,Fastori,2540,201,5,stop,1338,0.149610
brook-8b,Fastori,3353,372,3,stop,1298,0.167985
brook-8b,Fastori,1975,394,2,stop,1158,0.123856
brook-8b,Steadfast,3152,305,0,stop,4935,0.178136
brook-8b,Steadfast,2872,294,2,stop,4529,0.149031
brook-8b,Steadfast,2680,363,0,stop,4280,0.161341
brook-8b,NimbusServe,3488,329,3,stop,6578,0.182447
brook-8b,NimbusServe,1810,372,0,stop,5079,0.115363
brook-8b,Steadfast,2679,317,0,stop,4315,0.153918
brook-8b,Coreline,2848,285,0,stop,2447,0.146890
brook-8b,Fastori,2578,415,3,stop,1455,0.145461
brook-8b,Fastori,2211,396,0,stop,1187,0.118213
brook-8b,Fastori,2159,233,0,stop,6544,0.129628
brook-8b,Steadfast,2227,345,6,stop,4186,0.141396
brook-8b,Coreline,2226,298,2,stop,2253,0.137593
brook-8b,NimbusServe,1908,384,4,stop,6535,0.124862
brook-8b,Coreline,3263,309,5,stop,2641,0.170617
brook-8b,Fastori,2138,332,0,stop,1396,0.116990
brook-8b,Steadfast,2221,302,0,stop,3562,0.131634
brook-8b,NimbusServe,2694,419,3,stop,4875,0.152962
brook-8b,Fastori,1751,404,0,stop,1520,0.103008
brook-8b,Coreline,2186,252,4,stop,2777,0.125213
brook-8b,Steadfast,2888,249,1,stop,3658,0.155732
brook-8b,Fastori,2983,400,0,stop,1238,0.166817
brook-8b,NimbusServe,2814,380,0,stop,4925,0.169556
brook-8b,Fastori,2852,293,8,stop,1557,0.155975
brook-8b,Fastori,1959,337,8,stop,1869,0.108789
brook-8b,Fastori,2072,308,0,stop,1450,0.126669
brook-8b,Steadfast,3340,321,0,stop,4006,0.167644
brook-8b,Steadfast,1730,276,0,stop,20428,0.095760
brook-8b,Fastori,2640,337,1,stop,1486,0.149233
brook-8b,NimbusServe,1778,316,0,stop,5657,0.100590
brook-8b,Coreline,3522,264,3,stop,2170,0.170852
brook-8b,Steadfast,1523,252,0,stop,3619,0.083635
brook-8b,NimbusServe,1738,318,0,stop,91618,0.100581
brook-8b,Coreline,2752,356,0,stop,2698,0.154532
brook-8b,NimbusServe,2685,343,8,stop,4287,0.144113
brook-8b,NimbusServe,1966,399,0,stop,7147,0.116131
brook-8b,NimbusServe,2831,360,0,stop,106106,0.161189
brook-8b,Coreline,1613,239,5,stop,2876,0.092012
brook-8b,NimbusServe,2151,261,0,stop,5126,0.128786
brook-8b,Fastori,2082,300,0,stop,1646,0.118262
brook-8b,NimbusServe,1675,367,2,stop,102810,0.103583
brook-8b,Steadfast,2118,261,3,stop,3875,0.123270
brook-8b,Fastori,2737,272,0,stop,1350,0.137701
brook-8b,Coreline,2753,263,0,stop,2084,0.161328
brook-8b,Steadfast,2692,294,1,stop,3461,0.153233
brook-8b,Steadfast,3030,278,5,stop,4361,0.176982
brook-8b,NimbusServe,1913,378,0,stop,86490,0.118419
brook-8b,Coreline,2857,322,0,stop,2489,0.160135
brook-8b,Fastori,2119,197,2,stop,1457,0.113124
brook-8b,Steadfast,1341,227,6,stop,4698,0.076013
brook-8b,Steadfast,1740,275,0,stop,4097,0.105423
brook-8b,Fastori,3148,317,0,length,1341,0.161787
brook-8b,Steadfast,2425,252,0,stop,4592,0.127578
brook-8b,Coreline,2636,328,0,stop,3113,0.148623
brook-8b,NimbusServe,2896,419,3,stop,6267,0.150721
brook-8b,Fastori,2634,384,0,stop,1352,0.139526
brook-8b,Fastori,3081,429,0,stop,1393,0.168538
brook-8b,Fastori,2005,413,0,stop,1554,0.122730
brook-8b,Steadfast,1864,239,2,stop,3665,0.101175
brook-8b,NimbusServe,2114,397,0,stop,85123,0.121087
brook-8b,Coreline,1404,331,0,stop,2535,0.082304
brook-8b,Coreline,2472,353,3,stop,2542,0.132498
brook-8b,NimbusServe,2316,225,0,stop,6186,0.130834
brook-8b,Fastori,3333,329,0,stop,1181,0.176933
brook-8b,NimbusServe,1547,187,0,stop,6036,0.087698
brook-8b,Coreline,2035,193,1,stop,2537,0.119131
brook-8b,Steadfast,2332,304,3,stop,3883,0.123969
brook-8b,Fastori,2906,429,0,stop,1566,0.175604
brook-8b,NimbusServe,1591,297,0,stop,6460,0.102392
brook-8b,Steadfast,2050,335,6,stop,3392,0.112904
brook-8b,NimbusServe,1960,320,5,stop,5386,0.105110
brook-8b,Steadfast,1475,410,0,stop,2830,0.088253
brook-8b,Steadfast,2394,300,0,stop,3244,0.136913
brook-8b,Coreline,3499,398,7,stop,3027,0.199922
brook-8b,Coreline,2045,241,0,stop,2116,0.104630
brook-8b,NimbusServe,2276,293,6,stop,6145,0.137031
brook-8b,Steadfast,3071,355,4,stop,4725,0.166221
brook-8b,Coreline,1762,244,1,stop,2130,0.094838
brook-8b,Steadfast,2036,396,0,stop,4170,0.123028
brook-8b,Coreline,1463,209,0,stop,2560,0.086254
brook-8b,Coreline,1765,317,4,stop,2441,0.098266
brook-8b,NimbusServe,2309,396,3,stop,5820,0.122408
brook-8b,Fastori,2924,209,2,stop,1472,0.164853
brook-8b,Steadfast,3055,273,7,stop,3595,0.169227
brook-8b,NimbusServe,2643,351,1,stop,95221,0.157636
brook-8b,Coreline,1853,416,2,stop,10085,0.120728
brook-8b,NimbusServe,2609,382,0,stop,7989,0.160019
brook-8b,NimbusServe,2665,278,0,stop,4925,0.145439
brook-8b,Coreline,2125,174,1,stop,2349,0.125573
brook-8b,Coreline,1447,311,2,stop,3025,0.095854
brook-8b,Coreline,1762,355,0,stop,2705,0.104060
brook-8b,Steadfast,2513,223,0,stop,3113,0.138106
brook-8b,Steadfast,2722,302,2,stop,4654,0.154468
brook-8b,Steadfast,2384,317,0,stop,3775,0.122518
brook-8b,Steadfast,1791,357,2,stop,2749,0.113742
brook-8b,NimbusServe,2870,277,0,stop,69346,0.149122
brook-8b,Steadfast,2892,262,3,stop,3711,0.145724
brook-8b,Steadfast,2233,365,3,stop,4344,0.133934
brook-8b,Steadfast,1838,330,5,stop,4551,0.103756
brook-8b,Steadfast,2494,240,4,stop,4412,0.135440
brook-8b,NimbusServe,3434,291,2,stop,6038,0.201836
brook-8b,Coreline,2178,279,0,stop,2475,0.111605
brook-8b,Steadfast,1633,376,0,stop,4061,0.096500
brook-8b,Coreline,2701,282,0,stop,2648,0.139188
brook-8b,Steadfast,1679,228,0,stop,4269,0.091447
brook-8b,Fastori,3425,251,5,stop,1365,0.167272
brook-8b,NimbusServe,1730,426,0,stop,81932,0.116490
brook-8b,NimbusServe,2251,352,6,stop,66934,0.142520
brook-8b,NimbusServe,2353,386,0,stop,7762,0.148008
brook-8b,Fastori,1851,236,0,stop,1459,0.105798
brook-8b,NimbusServe,1026,355,0,stop,62255,0.075309
brook-8b,Steadfast,2327,295,1,stop,5582,0.119627
brook-8b,Steadfast,2842,340,0,stop,4526,0.155827
brook-8b,Steadfast,2183,329,0,stop,3607,0.131846
brook-8b,Coreline,2265,294,0,stop,2541,0.139824
brook-8b,Fastori,1745,297,0,stop,1445,0.100512
brook-8b,Steadfast,3277,416,2,stop,4426,0.182121
brook-8b,Fastori,2684,227,1,stop,1439,0.150095
brook-8b,Steadfast,2965,353,0,stop,4796,0.180010
brook-8b,Fastori,1821,392,2,stop,1102,0.111329
brook-8b,Fastori,2707,364,6,stop,1338,0.163221
brook-8b,Coreline,2909,322,0,stop,2616,0.154524
brook-8b,Fastori,2759,326,0,stop,1308,0.140155
brook-8b,Coreline,1717,285,3,stop,2190,0.097103
brook-8b,Coreline,1493,287,4,stop,2545,0.081181
brook-8b,NimbusServe,2467,252,1,stop,6491,0.143858
brook-8b,NimbusServe,2277,269,0,stop,6432,0.139521
brook-8b,Steadfast,3016,267,0,stop,4045,0.180491
brook-8b,NimbusServe,2499,296,4,stop,5864,0.149712
brook-8b,NimbusServe,3160,354,3,stop,4832,0.186938
brook-8b,NimbusServe,3178,286,1,stop,5215,0.181069
brook-8b,Fastori,1505,401,4,stop,843,0.099602
brook-8b,Fastori,2568,273,5,stop,1163,0.138154
brook-8b,Fastori,3045,256,5,stop,1217,0.156742
brook-8b,Fastori,2377,238,3,stop,1387,0.136681
brook-8b,Fastori,1494,275,0,stop,1188,0.082256
brook-8b,Fastori,2103,270,2,stop,1448,0.107988
brook-8b,Steadfast,1892,232,0,stop,4907,0.111530
brook-8b,NimbusServe,2685,394,0,stop,6979,0.163251
brook-8b,Coreline,2503,291,2,stop,2531,0.138690
brook-8b,NimbusServe,2630,328,1,stop,74925,0.159299
brook-8b,NimbusServe,3272,323,0,stop,6313,0.167588
brook-8b,Steadfast,1525,397,6,stop,3750,0.095919
brook-8b,Coreline,1634,252,0,stop,2200,0.094923
brook-8b,Steadfast,2235,406,0,stop,4456,0.132924
brook-8b,Steadfast,1724,402,0,stop,3358,0.099468
brook-8b,NimbusServe,2285,307,0,stop,7250,0.126963
brook-8b,Fastori,1573,282,0,stop,1394,0.098990
brook-8b,Fastori,1770,329,0,stop,1452,0.107364
brook-8b,Coreline,1931,323,3,stop,2795,0.103106
brook-8b,Steadfast,3153,150,0,stop,4217,0.171126
brook-8b,Fastori,1831,329,2,stop,1073,0.104686
brook-8b,Steadfast,2969,362,1,stop,4252,0.160570
brook-8b,NimbusServe,2923,228,0,stop,50764,0.163666
brook-8b,Fastori,1085,287,0,stop,1651,0.067273
brook-8b,NimbusServe,2608,290,0,stop,6614,0.137731
brook-8b,Coreline,3369,291,1,stop,2166,0.165114
brook-8b,Steadfast,2344,334,3,stop,4241,0.141186
brook-8b,Steadfast,2031,344,0,stop,3845,0.120028
brook-8b,Fastori,2424,163,0,stop,1154,0.127829
brook-8b,Coreline,2337,296,0,stop,2319,0.124496
brook-8b,Steadfast,2775,286,3,stop,4408,0.140967
brook-8b,NimbusServe,2726,262,2,stop,5676,0.138129
brook-8b,NimbusServe,2146,334,0,stop,6256,0.125933
brook-8b,Steadfast,2454,290,4,stop,4779,0.148802
brook-8b,Fastori,3375,335,6,stop,1341,0.189779
brook-8b,NimbusServe,2328,424,8,stop,5790,0.137602
brook-8b,Steadfast,3007,450,0,stop,2515,0.175554
brook-8b,NimbusServe,1468,252,0,stop,4726,0.078543
brook-8b,Coreline,2031,324,4,stop,2002,0.125864
brook-8b,Coreline,2801,340,4,stop,2317,0.168083
brook-8b,Coreline,3076,335,0,stop,2072,0.185120
brook-8b,Fastori,2210,253,1,stop,1764,0.134700
brook-8b,NimbusServe,2923,391,0,stop,5974,0.162304
brook-8b,Steadfast,2352,313,2,stop,4007,0.138854
brook-8b,NimbusServe,3182,355,4,stop,6509,0.171536
brook-8b,NimbusServe,2457,267,0,stop,5428,0.135525
brook-8b,Coreline,1726,298,0,stop,2913,0.098158
brook-8b,Coreline,2415,222,0,stop,2565,0.134277
brook-8b,Steadfast,2326,296,0,stop,4577,0.119867
brook-8b,NimbusServe,2039,441,2,stop,5171,0.121505
brook-8b,NimbusServe,2611,258,1,stop,48727,0.135881
brook-8b,Steadfast,2028,309,4,stop,3834,0.126686
brook-8b,NimbusServe,1934,341,0,stop,7158,0.120517
brook-8b,Fastori,2875,465,2,stop,1205,0.166801
brook-8b,Coreline,3387,337,7,stop,2479,0.197960
brook-8b,Steadfast,2581,294,2,stop,3903,0.156670
brook-8b,NimbusServe,2410,420,0,stop,6302,0.148992
brook-8b,Steadfast,3186,295,0,stop,4102,0.173163
brook-8b,NimbusServe,1083,305,0,stop,5696,0.071387
brook-8b,NimbusServe,2729,293,0,stop,6043,0.136659
brook-8b,Coreline,1935,438,4,stop,2418,0.122332
brook-8b,NimbusServe,1909,350,4,stop,5430,0.112417
brook-8b,Fastori,1874,369,1,stop,1312,0.110524
brook-8b,Coreline,3184,383,2,stop,2873,0.185344
brook-8b,NimbusServe,2494,481,0,stop,6754,0.147996
brook-8b,NimbusServe,2239,418,0,stop,6729,0.134869
brook-8b,Coreline,2446,211,0,stop,2508,0.119634
brook-8b,NimbusServe,1654,444,0,stop,4871,0.100511
brook-8b,Fastori,2036,402,2,stop,1688,0.123569
brook-8b,Coreline,2641,209,2,stop,2746,0.133439
brook-8b,Fastori,2074,301,0,stop,1435,0.108150
brook-8b,Fastori,1670,342,5,stop,1394,0.099542
brook-8b,Coreline,1971,352,0,stop,2061,0.123244
brook-8b,NimbusServe,2321,287,0,stop,4348,0.124321
brook-8b,Coreline,2230,269,0,stop,1948,0.114264
brook-8b,Fastori,1570,350,0,stop,1512,0.089659
brook-8b,Coreline,1659,273,1,stop,2193,0.101483
brook-8b,Steadfast,2226,248,5,stop,4989,0.127572
brook-8b,Fastori,3038,331,0,stop,1392,0.182833
brook-8b,Steadfast,1584,200,0,stop,4370,0.084622
brook-8b,Fastori,2043,349,0,stop,1660,0.124428
brook-8b,NimbusServe,3395,423,0,stop,5674,0.173624
brook-8b,Steadfast,1690,269,2,stop,3157,0.092604
brook-8b,Coreline,2303,200,0,stop,3044,0.121972
brook-8b,Fastori,3600,272,8,stop,1377,0.210179
brook-8b,Steadfast,2613,331,0,stop,4043,0.134453
brook-8b,Steadfast,2080,303,0,stop,3754,0.127577
brook-8b,Coreline,3090,319,0,stop,2763,0.159763
brook-8b,NimbusServe,2305,290,0,stop,5810,0.131379
brook-8b,NimbusServe,1122,283,0,stop,5703,0.072764
brook-8b,Coreline,2215,260,3,stop,13869,0.120415
brook-8b,Coreline,2359,313,0,stop,2308,0.124609
brook-8b,NimbusServe,2727,327,0,stop,4912,0.151608
brook-8b,Coreline,1889,268,0,stop,2440,0.098211
brook-8b,Steadfast,2709,351,0,stop,20692,0.144907
brook-8b,Fastori,2806,350,5,stop,1281,0.154966
brook-8b,Steadfast,2582,250,0,stop,4462,0.153477
brook-8b,Fastori,1904,311,3,stop,1620,0.121002
brook-8b,NimbusServe,1491,426,7,stop,99382,0.095607
brook-8b,Fastori,2099,325,4,stop,1330,0.117455
brook-8b,Fastori,2036,386,0,stop,1481,0.121891
brook-8b,Coreline,3006,387,0,stop,2921,0.161529
brook-8b,NimbusServe,2439,253,0,stop,113288,0.131672
brook-8b,NimbusServe,2233,321,0,stop,6073,0.140325
brook-8b,Fastori,2569,269,0,stop,1253,0.153522
brook-8b,Coreline,1922,358,3,stop,2706,0.110820
brook-8b,Steadfast,2749,280,2,stop,3621,0.164562
brook-8b,NimbusServe,2596,210,0,stop,5884,0.128043
brook-8b,Coreline,2316,319,3,stop,2312,0.136477
brook-8b,NimbusServe,1910,343,2,stop,5053,0.119421
brook-8b,Coreline,2142,373,2,stop,2694,0.135313
brook-8b,Steadfast,1569,256,3,stop,5099,0.083516
brook-8b,Steadfast,2353,282,1,stop,4355,0.134770
brook-8b,Coreline,2430,300,0,stop,2860,0.129643
brook-8b,Steadfast,2481,264,0,stop,3743,0.124948
brook-8b,NimbusServe,1129,332,0,stop,5543,0.073099
brook-8b,NimbusServe,2413,254,4,stop,110542,0.138428
brook-8b,NimbusServe,2339,347,0,stop,5845,0.124469
brook-8b,NimbusServe,2465,226,2,stop,7635,0.130896
brook-8b,Steadfast,2587,328,2,stop,4218,0.146089
brook-8b,NimbusServe,2520,423,0,stop,6656,0.161275
brook-8b,NimbusServe,1458,279,0,stop,5828,0.088232
brook-8b,Coreline,1914,397,0,stop,2523,0.114848
brook-8b,NimbusServe,2774,369,0,stop,5860,0.143035
brook-8b,Fastori,2676,243,4,stop,1187,0.146143
brook-8b,Coreline,2138,347,0,stop,2128,0.122817
brook-8b,Coreline,1699,261,0,stop,2222,0.100054
brook-8b,Coreline,2623,245,0,stop,3041,0.152974
brook-8b,Fastori,2793,185,3,stop,1704,0.154496
brook-8b,Fastori,1738,287,10,stop,1683,0.101072
brook-8b,NimbusServe,2705,355,0,stop,7880,0.161350
brook-8b,NimbusServe,2148,326,5,stop,4901,0.112379
brook-8b,Coreline,1884,326,0,stop,2580,0.105705
brook-8b,NimbusServe,2231,424,0,stop,7422,0.129860
brook-8b,Coreline,2124,318,1,stop,2758,0.110581
brook-8b,Steadfast,1732,348,8,stop,3525,0.101387
